id_cliente,idade,faixa_etaria,escolaridade,genero,estado_civil
3725,30,26-35,Graduação,Masculino,Casado
3726,44,36-45,Pós-Graduação,Masculino,Solteiro
3727,43,36-45,Graduação,Masculino,Solteiro
3728,50,46-55,Graduação,Masculino,Solteiro
3729,23,18-25,Pós-Graduação,Masculino,Outros
3730,18,18-25,Ensino Médio,Feminino,Casado
3731,48,46-55,Ensino Médio,Masculino,Casado
3732,28,26-35,Ensino Médio,Feminino,Solteiro
3733,18,18-25,Graduação,Masculino,Casado
3734,39,36-45,Ensino Médio,Feminino,Solteiro
3735,47,46-55,Outros,Feminino,Casado
3736,36,36-45,Ensino Médio,Masculino,Casado
3737,32,26-35,Graduação,Feminino,Solteiro
3738,36,36-45,Graduação,Masculino,Solteiro
3739,33,26-35,Outros,Feminino,Solteiro
3740,21,18-25,Graduação,Feminino,Solteiro
3741,29,26-35,Graduação,Masculino,Casado
3742,44,36-45,Graduação,Masculino,Casado
3743,41,36-45,Pós-Graduação,Masculino,Solteiro
3744,40,36-45,Outros,Masculino,Casado
3745,26,26-35,Graduação,Feminino,Solteiro
3746,35,26-35,Graduação,Masculino,Solteiro
3747,18,18-25,Ensino Médio,Masculino,Casado
3748,40,36-45,Graduação,Masculino,Solteiro
3749,55,46-55,Pós-Graduação,Masculino,Casado
3750,20,18-25,Graduação,Masculino,Solteiro
3751,30,26-35,Ensino Médio,Feminino,Casado
3752,41,36-45,Graduação,Masculino,Casado
3753,53,46-55,Ensino Médio,Feminino,Solteiro
3754,32,26-35,Graduação,Masculino,Solteiro
3755,29,26-35,Graduação,Masculino,Solteiro
3756,18,18-25,Pós-Graduação,Feminino,Solteiro
3757,39,36-45,Graduação,Masculino,Solteiro
3758,62,56+,Ensino Médio,Masculino,Casado
3759,41,36-45,Ensino Médio,Feminino,Solteiro
3760,37,36-45,Graduação,Masculino,Solteiro
3761,41,36-45,Graduação,Masculino,Casado
3762,37,36-45,Ensino Médio,Feminino,Solteiro
3763,28,26-35,Graduação,Feminino,Outros
3764,47,46-55,Pós-Graduação,Masculino,Casado
3765,40,36-45,Outros,Masculino,Outros
3766,38,36-45,Graduação,Masculino,Casado
3767,26,26-35,Outros,Masculino,Casado
3768,53,46-55,Graduação,Feminino,Casado
3769,45,36-45,Ensino Médio,Feminino,Solteiro
3770,31,26-35,Graduação,Feminino,Casado
3771,50,46-55,Graduação,Masculino,Outros
3772,32,26-35,Graduação,Masculino,Solteiro
3773,28,26-35,Graduação,Feminino,Solteiro
3774,28,26-35,Pós-Graduação,Masculino,Solteiro
3775,18,18-25,Graduação,Feminino,Outros
3776,43,36-45,Pós-Graduação,Feminino,Solteiro
3777,18,18-25,Ensino Médio,Feminino,Solteiro
3778,23,18-25,Graduação,Masculino,Solteiro
3779,18,18-25,Pós-Graduação,Masculino,Solteiro
3780,36,36-45,Pós-Graduação,Feminino,Solteiro
3781,36,36-45,Pós-Graduação,Feminino,Casado
3782,34,26-35,Graduação,Feminino,Solteiro
3783,25,18-25,Pós-Graduação,Masculino,Casado
3784,23,18-25,Ensino Médio,Feminino,Casado
3785,43,36-45,Pós-Graduação,Feminino,Solteiro
3786,31,26-35,Graduação,Masculino,Outros
3787,41,36-45,Ensino Médio,Masculino,Outros
3788,27,26-35,Ensino Médio,Feminino,Solteiro
3789,40,36-45,Pós-Graduação,Masculino,Solteiro
3790,53,46-55,Ensino Médio,Masculino,Casado
3791,45,36-45,Graduação,Feminino,Solteiro
3792,33,26-35,Ensino Médio,Masculino,Casado
3793,41,36-45,Graduação,Feminino,Casado
3794,35,26-35,Ensino Médio,Masculino,Solteiro
3795,38,36-45,Outros,Masculino,Casado
3796,34,26-35,Graduação,Feminino,Casado
3797,36,36-45,Graduação,Feminino,Solteiro
3798,40,36-45,Graduação,Masculino,Casado
3799,26,26-35,Pós-Graduação,Feminino,Casado
3800,25,18-25,Pós-Graduação,Masculino,Casado
3801,21,18-25,Pós-Graduação,Masculino,Casado
3802,18,18-25,Graduação,Masculino,Casado
3803,23,18-25,Graduação,Masculino,Solteiro
3804,39,36-45,Graduação,Feminino,Casado
3805,27,26-35,Pós-Graduação,Feminino,Solteiro
3806,44,36-45,Graduação,Feminino,Casado
3807,38,36-45,Outros,Feminino,Solteiro
3808,18,18-25,Graduação,Masculino,Solteiro
3809,45,36-45,Graduação,Feminino,Solteiro
3810,47,46-55,Ensino Médio,Feminino,Solteiro
3811,26,26-35,Ensino Médio,Feminino,Outros
3812,43,36-45,Graduação,Feminino,Casado
3813,27,26-35,Ensino Médio,Feminino,Solteiro
3814,39,36-45,Graduação,Masculino,Outros
3815,22,18-25,Ensino Médio,Feminino,Casado
3816,18,18-25,Graduação,Feminino,Casado
3817,33,26-35,Graduação,Feminino,Casado
3818,36,36-45,Pós-Graduação,Masculino,Solteiro
3819,33,26-35,Ensino Médio,Masculino,Casado
3820,23,18-25,Graduação,Feminino,Casado
3821,33,26-35,Graduação,Masculino,Solteiro
3822,41,36-45,Graduação,Feminino,Solteiro
3823,37,36-45,Outros,Masculino,Casado
3824,40,36-45,Ensino Médio,Masculino,Casado
3825,29,26-35,Graduação,Masculino,Solteiro
3826,52,46-55,Graduação,Feminino,Outros
3827,23,18-25,Graduação,Masculino,Solteiro
3828,43,36-45,Graduação,Masculino,Solteiro
3829,52,46-55,Outros,Masculino,Casado
3830,43,36-45,Pós-Graduação,Masculino,Casado
3831,35,26-35,Graduação,Masculino,Solteiro
3832,31,26-35,Graduação,Masculino,Solteiro
3833,50,46-55,Graduação,Feminino,Solteiro
3834,20,18-25,Graduação,Feminino,Solteiro
3835,26,26-35,Graduação,Masculino,Outros
3836,33,26-35,Pós-Graduação,Masculino,Casado
3837,52,46-55,Graduação,Feminino,Casado
3838,42,36-45,Graduação,Masculino,Casado
3839,26,26-35,Pós-Graduação,Feminino,Casado
3840,34,26-35,Pós-Graduação,Feminino,Casado
3841,30,26-35,Ensino Médio,Masculino,Outros
3842,29,26-35,Graduação,Masculino,Casado
3843,49,46-55,Graduação,Feminino,Casado
3844,21,18-25,Ensino Médio,Masculino,Casado
3845,57,56+,Ensino Médio,Masculino,Outros
3846,47,46-55,Graduação,Masculino,Solteiro
3847,51,46-55,Graduação,Feminino,Outros
3848,32,26-35,Graduação,Masculino,Outros
3849,36,36-45,Graduação,Masculino,Solteiro
3850,20,18-25,Graduação,Feminino,Casado
3851,31,26-35,Ensino Médio,Masculino,Casado
3852,43,36-45,Ensino Médio,Masculino,Casado
3853,53,46-55,Pós-Graduação,Masculino,Solteiro
3854,24,18-25,Pós-Graduação,Feminino,Casado
3855,33,26-35,Graduação,Feminino,Casado
3856,36,36-45,Graduação,Masculino,Solteiro
3857,21,18-25,Pós-Graduação,Masculino,Solteiro
3858,45,36-45,Ensino Médio,Masculino,Solteiro
3859,29,26-35,Graduação,Masculino,Casado
3860,35,26-35,Outros,Masculino,Solteiro
3861,32,26-35,Ensino Médio,Feminino,Solteiro
3862,28,26-35,Ensino Médio,Feminino,Casado
3863,37,36-45,Graduação,Masculino,Solteiro
3864,35,26-35,Graduação,Feminino,Outros
3865,33,26-35,Graduação,Feminino,Casado
3866,29,26-35,Pós-Graduação,Feminino,Casado
3867,41,36-45,Graduação,Masculino,Solteiro
3868,57,56+,Graduação,Masculino,Casado
3869,39,36-45,Pós-Graduação,Masculino,Solteiro
3870,49,46-55,Graduação,Masculino,Casado
3871,21,18-25,Ensino Médio,Feminino,Solteiro
3872,39,36-45,Pós-Graduação,Feminino,Solteiro
3873,24,18-25,Pós-Graduação,Masculino,Solteiro
3874,20,18-25,Graduação,Masculino,Casado
3875,29,26-35,Outros,Feminino,Casado
3876,52,46-55,Graduação,Feminino,Casado
3877,49,46-55,Pós-Graduação,Feminino,Casado
3878,40,36-45,Graduação,Masculino,Casado
3879,19,18-25,Outros,Feminino,Solteiro
3880,35,26-35,Ensino Médio,Feminino,Casado
3881,41,36-45,Graduação,Feminino,Solteiro
3882,40,36-45,Graduação,Masculino,Casado
3883,18,18-25,Graduação,Masculino,Solteiro
3884,27,26-35,Pós-Graduação,Masculino,Outros
3885,37,36-45,Ensino Médio,Feminino,Casado
3886,44,36-45,Ensino Médio,Feminino,Solteiro
3887,18,18-25,Outros,Feminino,Solteiro
3888,36,36-45,Graduação,Feminino,Solteiro
3889,39,36-45,Pós-Graduação,Masculino,Solteiro
3890,48,46-55,Graduação,Masculino,Casado
3891,46,46-55,Ensino Médio,Masculino,Casado
3892,44,36-45,Ensino Médio,Masculino,Casado
3893,28,26-35,Pós-Graduação,Feminino,Solteiro
3894,18,18-25,Graduação,Feminino,Outros
3895,33,26-35,Graduação,Masculino,Solteiro
3896,50,46-55,Graduação,Feminino,Casado
3897,54,46-55,Ensino Médio,Feminino,Solteiro
3898,46,46-55,Graduação,Masculino,Solteiro
3899,43,36-45,Ensino Médio,Masculino,Casado
3900,42,36-45,Graduação,Masculino,Casado
3901,31,26-35,Ensino Médio,Masculino,Casado
3902,36,36-45,Graduação,Feminino,Outros
3903,58,56+,Ensino Médio,Masculino,Solteiro
3904,26,26-35,Graduação,Masculino,Casado
3905,57,56+,Graduação,Feminino,Casado
3906,34,26-35,Graduação,Feminino,Solteiro
3907,53,46-55,Graduação,Masculino,Outros
3908,21,18-25,Graduação,Feminino,Solteiro
3909,45,36-45,Graduação,Masculino,Solteiro
3910,29,26-35,Outros,Masculino,Casado
3911,21,18-25,Pós-Graduação,Feminino,Solteiro
3912,40,36-45,Ensino Médio,Masculino,Casado
3913,50,46-55,Outros,Feminino,Solteiro
3914,27,26-35,Pós-Graduação,Masculino,Casado
3915,20,18-25,Ensino Médio,Masculino,Solteiro
3916,36,36-45,Graduação,Masculino,Casado
3917,36,36-45,Pós-Graduação,Masculino,Solteiro
3918,44,36-45,Graduação,Feminino,Casado
3919,49,46-55,Outros,Feminino,Casado
3920,37,36-45,Pós-Graduação,Feminino,Solteiro
3921,60,56+,Graduação,Feminino,Casado
3922,40,36-45,Graduação,Masculino,Outros
3923,33,26-35,Ensino Médio,Feminino,Solteiro
3924,18,18-25,Pós-Graduação,Feminino,Solteiro
3925,34,26-35,Ensino Médio,Feminino,Solteiro
3926,33,26-35,Ensino Médio,Feminino,Solteiro
3927,49,46-55,Ensino Médio,Feminino,Solteiro
3928,43,36-45,Outros,Masculino,Outros
3929,23,18-25,Ensino Médio,Feminino,Casado
3930,40,36-45,Pós-Graduação,Masculino,Casado
3931,46,46-55,Graduação,Masculino,Solteiro
3932,56,56+,Graduação,Feminino,Casado
3933,48,46-55,Graduação,Masculino,Solteiro
3934,47,46-55,Graduação,Masculino,Casado
3935,38,36-45,Graduação,Masculino,Casado
3936,42,36-45,Graduação,Feminino,Solteiro
3937,52,46-55,Outros,Masculino,Solteiro
3938,22,18-25,Pós-Graduação,Feminino,Outros
3939,33,26-35,Outros,Masculino,Solteiro
3940,28,26-35,Graduação,Masculino,Casado
3941,42,36-45,Graduação,Masculino,Casado
3942,52,46-55,Ensino Médio,Feminino,Casado
3943,30,26-35,Graduação,Masculino,Solteiro
3944,18,18-25,Graduação,Feminino,Casado
3945,33,26-35,Graduação,Feminino,Casado
3946,48,46-55,Graduação,Feminino,Outros
3947,44,36-45,Outros,Feminino,Solteiro
3948,43,36-45,Ensino Médio,Masculino,Casado
3949,34,26-35,Pós-Graduação,Feminino,Casado
3950,22,18-25,Pós-Graduação,Feminino,Solteiro
3951,44,36-45,Graduação,Feminino,Outros
3952,27,26-35,Pós-Graduação,Feminino,Casado
3953,64,56+,Graduação,Feminino,Casado
3954,44,36-45,Pós-Graduação,Feminino,Solteiro
3955,31,26-35,Graduação,Masculino,Solteiro
3956,30,26-35,Pós-Graduação,Feminino,Solteiro
3957,36,36-45,Graduação,Feminino,Solteiro
3958,35,26-35,Ensino Médio,Feminino,Outros
3959,51,46-55,Graduação,Masculino,Casado
3960,40,36-45,Outros,Feminino,Casado
3961,29,26-35,Ensino Médio,Feminino,Solteiro
3962,60,56+,Graduação,Masculino,Solteiro
3963,38,36-45,Pós-Graduação,Feminino,Solteiro
3964,47,46-55,Ensino Médio,Masculino,Casado
3965,30,26-35,Outros,Feminino,Solteiro
3966,42,36-45,Ensino Médio,Masculino,Casado
3967,41,36-45,Pós-Graduação,Masculino,Solteiro
3968,18,18-25,Outros,Masculino,Casado
3969,62,56+,Graduação,Feminino,Solteiro
3970,53,46-55,Ensino Médio,Masculino,Solteiro
3971,33,26-35,Outros,Feminino,Casado
3972,24,18-25,Graduação,Feminino,Casado
3973,42,36-45,Outros,Feminino,Solteiro
3974,39,36-45,Graduação,Masculino,Solteiro
3975,42,36-45,Outros,Feminino,Casado
3976,40,36-45,Graduação,Feminino,Casado
3977,44,36-45,Outros,Masculino,Casado
3978,55,46-55,Pós-Graduação,Masculino,Outros
3979,44,36-45,Ensino Médio,Masculino,Casado
3980,25,18-25,Graduação,Feminino,Casado
3981,54,46-55,Graduação,Masculino,Solteiro
3982,57,56+,Graduação,Masculino,Solteiro
3983,75,56+,Ensino Médio,Feminino,Casado
3984,24,18-25,Pós-Graduação,Feminino,Outros
3985,40,36-45,Graduação,Feminino,Solteiro
3986,18,18-25,Graduação,Feminino,Solteiro
3987,44,36-45,Outros,Masculino,Casado
3988,31,26-35,Pós-Graduação,Feminino,Outros
3989,61,56+,Pós-Graduação,Masculino,Casado
3990,28,26-35,Graduação,Feminino,Casado
3991,18,18-25,Graduação,Feminino,Casado
3992,32,26-35,Graduação,Masculino,Solteiro
3993,18,18-25,Graduação,Feminino,Solteiro
3994,47,46-55,Ensino Médio,Masculino,Solteiro
3995,18,18-25,Ensino Médio,Masculino,Casado
3996,38,36-45,Graduação,Feminino,Solteiro
3997,18,18-25,Pós-Graduação,Feminino,Solteiro
3998,34,26-35,Ensino Médio,Feminino,Casado
3999,57,56+,Pós-Graduação,Feminino,Solteiro
4000,42,36-45,Ensino Médio,Feminino,Casado
4001,27,26-35,Graduação,Masculino,Solteiro
4002,37,36-45,Graduação,Masculino,Casado
4003,38,36-45,Graduação,Masculino,Solteiro
4004,43,36-45,Ensino Médio,Masculino,Outros
4005,21,18-25,Pós-Graduação,Feminino,Outros
4006,45,36-45,Graduação,Masculino,Casado
4007,18,18-25,Pós-Graduação,Masculino,Casado
4008,30,26-35,Ensino Médio,Masculino,Casado
4009,32,26-35,Outros,Feminino,Outros
4010,45,36-45,Graduação,Feminino,Solteiro
4011,38,36-45,Graduação,Masculino,Casado
4012,21,18-25,Outros,Feminino,Casado
4013,26,26-35,Graduação,Masculino,Outros
4014,40,36-45,Graduação,Feminino,Solteiro
4015,37,36-45,Graduação,Masculino,Casado
4016,31,26-35,Ensino Médio,Masculino,Casado
4017,32,26-35,Pós-Graduação,Feminino,Casado
4018,46,46-55,Ensino Médio,Feminino,Solteiro
4019,31,26-35,Graduação,Masculino,Outros
4020,36,36-45,Pós-Graduação,Feminino,Solteiro
4021,64,56+,Ensino Médio,Feminino,Solteiro
4022,20,18-25,Graduação,Feminino,Solteiro
4023,18,18-25,Pós-Graduação,Masculino,Casado
4024,47,46-55,Graduação,Masculino,Casado
4025,29,26-35,Ensino Médio,Feminino,Outros
4026,34,26-35,Ensino Médio,Masculino,Casado
4027,28,26-35,Outros,Masculino,Casado
4028,34,26-35,Ensino Médio,Masculino,Outros
4029,57,56+,Pós-Graduação,Feminino,Casado
4030,47,46-55,Graduação,Masculino,Solteiro
4031,48,46-55,Ensino Médio,Feminino,Outros
4032,21,18-25,Graduação,Masculino,Solteiro
4033,24,18-25,Graduação,Masculino,Casado
4034,18,18-25,Graduação,Masculino,Casado
4035,28,26-35,Graduação,Masculino,Casado
4036,49,46-55,Outros,Feminino,Casado
4037,44,36-45,Graduação,Feminino,Solteiro
4038,35,26-35,Graduação,Masculino,Casado
4039,37,36-45,Outros,Masculino,Casado
4040,29,26-35,Graduação,Feminino,Solteiro
4041,40,36-45,Pós-Graduação,Feminino,Solteiro
4042,47,46-55,Graduação,Feminino,Solteiro
4043,18,18-25,Ensino Médio,Feminino,Casado
4044,41,36-45,Ensino Médio,Masculino,Solteiro
4045,49,46-55,Ensino Médio,Feminino,Solteiro
4046,33,26-35,Ensino Médio,Masculino,Casado
4047,46,46-55,Graduação,Masculino,Casado
4048,71,56+,Ensino Médio,Feminino,Casado
4049,36,36-45,Ensino Médio,Feminino,Solteiro
4050,42,36-45,Pós-Graduação,Feminino,Casado
4051,29,26-35,Pós-Graduação,Masculino,Outros
4052,40,36-45,Outros,Masculino,Solteiro
4053,43,36-45,Ensino Médio,Masculino,Outros
4054,40,36-45,Ensino Médio,Feminino,Casado
4055,25,18-25,Ensino Médio,Masculino,Casado
4056,40,36-45,Graduação,Feminino,Casado
4057,55,46-55,Graduação,Masculino,Casado
4058,43,36-45,Graduação,Feminino,Solteiro
4059,49,46-55,Pós-Graduação,Feminino,Casado
4060,35,26-35,Ensino Médio,Masculino,Casado
4061,46,46-55,Graduação,Masculino,Casado
4062,41,36-45,Graduação,Feminino,Casado
4063,26,26-35,Graduação,Feminino,Solteiro
4064,41,36-45,Graduação,Feminino,Solteiro
4065,26,26-35,Pós-Graduação,Feminino,Solteiro
4066,30,26-35,Graduação,Masculino,Casado
4067,40,36-45,Pós-Graduação,Feminino,Outros
4068,41,36-45,Pós-Graduação,Masculino,Solteiro
4069,23,18-25,Outros,Feminino,Casado
4070,50,46-55,Pós-Graduação,Masculino,Casado
4071,44,36-45,Graduação,Feminino,Outros
4072,29,26-35,Graduação,Masculino,Solteiro
4073,19,18-25,Graduação,Masculino,Solteiro
4074,36,36-45,Pós-Graduação,Masculino,Casado
4075,32,26-35,Ensino Médio,Feminino,Casado
4076,39,36-45,Ensino Médio,Feminino,Solteiro
4077,33,26-35,Graduação,Feminino,Solteiro
4078,18,18-25,Graduação,Masculino,Solteiro
4079,33,26-35,Outros,Feminino,Solteiro
4080,34,26-35,Ensino Médio,Feminino,Casado
4081,45,36-45,Ensino Médio,Masculino,Solteiro
4082,29,26-35,Pós-Graduação,Masculino,Outros
4083,58,56+,Graduação,Masculino,Outros
4084,18,18-25,Graduação,Masculino,Casado
4085,53,46-55,Pós-Graduação,Masculino,Casado
4086,35,26-35,Graduação,Feminino,Solteiro
4087,48,46-55,Graduação,Masculino,Solteiro
4088,38,36-45,Graduação,Feminino,Solteiro
4089,51,46-55,Ensino Médio,Feminino,Outros
4090,33,26-35,Ensino Médio,Feminino,Solteiro
4091,24,18-25,Graduação,Feminino,Solteiro
4092,55,46-55,Ensino Médio,Masculino,Casado
4093,36,36-45,Pós-Graduação,Feminino,Casado
4094,40,36-45,Ensino Médio,Masculino,Casado
4095,52,46-55,Pós-Graduação,Feminino,Outros
4096,25,18-25,Pós-Graduação,Feminino,Casado
4097,45,36-45,Graduação,Feminino,Solteiro
4098,30,26-35,Graduação,Feminino,Solteiro
4099,36,36-45,Outros,Masculino,Solteiro
4100,38,36-45,Graduação,Masculino,Solteiro
4101,19,18-25,Graduação,Feminino,Casado
4102,28,26-35,Graduação,Masculino,Solteiro
4103,54,46-55,Graduação,Feminino,Casado
4104,48,46-55,Graduação,Masculino,Casado
4105,37,36-45,Ensino Médio,Feminino,Casado
4106,40,36-45,Ensino Médio,Masculino,Casado
4107,34,26-35,Ensino Médio,Masculino,Casado
4108,54,46-55,Outros,Feminino,Solteiro
4109,35,26-35,Graduação,Masculino,Casado
4110,40,36-45,Ensino Médio,Masculino,Solteiro
4111,51,46-55,Graduação,Masculino,Casado
4112,28,26-35,Ensino Médio,Masculino,Casado
4113,56,56+,Graduação,Masculino,Solteiro
4114,19,18-25,Outros,Masculino,Outros
4115,57,56+,Ensino Médio,Feminino,Solteiro
4116,33,26-35,Outros,Masculino,Outros
4117,35,26-35,Ensino Médio,Feminino,Solteiro
4118,18,18-25,Outros,Masculino,Solteiro
4119,32,26-35,Ensino Médio,Masculino,Solteiro
4120,25,18-25,Graduação,Masculino,Solteiro
4121,30,26-35,Graduação,Feminino,Casado
4122,36,36-45,Graduação,Masculino,Solteiro
4123,49,46-55,Pós-Graduação,Feminino,Casado
4124,40,36-45,Graduação,Feminino,Casado
4125,41,36-45,Graduação,Masculino,Solteiro
4126,24,18-25,Graduação,Feminino,Casado
4127,27,26-35,Outros,Masculino,Casado
4128,59,56+,Outros,Masculino,Casado
4129,29,26-35,Pós-Graduação,Feminino,Outros
4130,57,56+,Graduação,Feminino,Casado
4131,35,26-35,Graduação,Feminino,Casado
4132,38,36-45,Graduação,Feminino,Outros
4133,50,46-55,Ensino Médio,Feminino,Solteiro
4134,53,46-55,Graduação,Feminino,Casado
4135,36,36-45,Graduação,Masculino,Casado
4136,33,26-35,Ensino Médio,Feminino,Casado
4137,37,36-45,Ensino Médio,Feminino,Casado
4138,42,36-45,Pós-Graduação,Masculino,Casado
4139,48,46-55,Ensino Médio,Masculino,Casado
4140,38,36-45,Graduação,Masculino,Solteiro
4141,45,36-45,Graduação,Feminino,Solteiro
4142,57,56+,Pós-Graduação,Feminino,Solteiro
4143,42,36-45,Graduação,Feminino,Casado
4144,41,36-45,Graduação,Masculino,Casado
4145,19,18-25,Graduação,Feminino,Solteiro
4146,18,18-25,Ensino Médio,Masculino,Casado
4147,42,36-45,Ensino Médio,Feminino,Solteiro
4148,36,36-45,Graduação,Feminino,Solteiro
4149,31,26-35,Pós-Graduação,Feminino,Solteiro
4150,40,36-45,Ensino Médio,Feminino,Casado
4151,37,36-45,Pós-Graduação,Feminino,Casado
4152,51,46-55,Outros,Masculino,Solteiro
4153,39,36-45,Graduação,Masculino,Solteiro
4154,29,26-35,Graduação,Feminino,Casado
4155,49,46-55,Graduação,Masculino,Outros
4156,35,26-35,Pós-Graduação,Masculino,Casado
4157,44,36-45,Graduação,Feminino,Casado
4158,32,26-35,Pós-Graduação,Masculino,Solteiro
4159,30,26-35,Graduação,Masculino,Solteiro
4160,39,36-45,Pós-Graduação,Feminino,Outros
4161,38,36-45,Graduação,Masculino,Casado
4162,43,36-45,Graduação,Masculino,Casado
4163,34,26-35,Graduação,Masculino,Solteiro
4164,18,18-25,Pós-Graduação,Feminino,Casado
4165,32,26-35,Pós-Graduação,Feminino,Casado
4166,47,46-55,Pós-Graduação,Feminino,Solteiro
4167,34,26-35,Ensino Médio,Masculino,Casado
4168,35,26-35,Graduação,Feminino,Solteiro
4169,49,46-55,Ensino Médio,Feminino,Casado
4170,29,26-35,Graduação,Feminino,Solteiro
4171,19,18-25,Graduação,Feminino,Solteiro
4172,36,36-45,Graduação,Masculino,Casado
4173,32,26-35,Ensino Médio,Masculino,Casado
4174,26,26-35,Graduação,Masculino,Casado
4175,35,26-35,Pós-Graduação,Masculino,Casado
4176,43,36-45,Graduação,Feminino,Solteiro
4177,37,36-45,Graduação,Feminino,Outros
4178,41,36-45,Graduação,Feminino,Solteiro
4179,59,56+,Graduação,Masculino,Solteiro
4180,33,26-35,Graduação,Masculino,Casado
4181,41,36-45,Graduação,Masculino,Casado
4182,31,26-35,Graduação,Masculino,Outros
4183,27,26-35,Ensino Médio,Masculino,Outros
4184,30,26-35,Ensino Médio,Feminino,Solteiro
4185,32,26-35,Graduação,Masculino,Casado
4186,42,36-45,Ensino Médio,Feminino,Solteiro
4187,66,56+,Ensino Médio,Masculino,Casado
4188,29,26-35,Graduação,Feminino,Solteiro
4189,33,26-35,Graduação,Feminino,Solteiro
4190,37,36-45,Ensino Médio,Masculino,Casado
4191,42,36-45,Graduação,Feminino,Outros
4192,41,36-45,Pós-Graduação,Feminino,Outros
4193,53,46-55,Ensino Médio,Feminino,Outros
4194,18,18-25,Pós-Graduação,Masculino,Solteiro
4195,18,18-25,Ensino Médio,Masculino,Casado
4196,32,26-35,Ensino Médio,Feminino,Solteiro
4197,51,46-55,Outros,Feminino,Casado
4198,19,18-25,Pós-Graduação,Masculino,Casado
4199,18,18-25,Graduação,Masculino,Casado
4200,44,36-45,Graduação,Feminino,Solteiro
4201,40,36-45,Graduação,Masculino,Casado
4202,24,18-25,Pós-Graduação,Feminino,Casado
4203,26,26-35,Graduação,Feminino,Casado
4204,26,26-35,Graduação,Feminino,Solteiro
4205,39,36-45,Pós-Graduação,Masculino,Solteiro
4206,30,26-35,Graduação,Masculino,Casado
4207,43,36-45,Ensino Médio,Masculino,Outros
4208,18,18-25,Ensino Médio,Feminino,Casado
4209,27,26-35,Outros,Feminino,Solteiro
4210,24,18-25,Graduação,Feminino,Solteiro
4211,34,26-35,Outros,Feminino,Solteiro
4212,31,26-35,Ensino Médio,Masculino,Casado
4213,47,46-55,Graduação,Masculino,Outros
4214,18,18-25,Pós-Graduação,Feminino,Outros
4215,38,36-45,Graduação,Masculino,Solteiro
4216,44,36-45,Graduação,Masculino,Solteiro
4217,60,56+,Graduação,Masculino,Casado
4218,32,26-35,Graduação,Masculino,Solteiro
4219,41,36-45,Ensino Médio,Masculino,Casado
4220,18,18-25,Graduação,Feminino,Solteiro
4221,18,18-25,Pós-Graduação,Feminino,Casado
4222,48,46-55,Ensino Médio,Feminino,Solteiro
4223,37,36-45,Graduação,Feminino,Casado
4224,52,46-55,Outros,Feminino,Casado
4225,21,18-25,Pós-Graduação,Feminino,Casado
4226,44,36-45,Outros,Masculino,Casado
4227,60,56+,Pós-Graduação,Feminino,Solteiro
4228,43,36-45,Graduação,Masculino,Solteiro
4229,41,36-45,Pós-Graduação,Masculino,Solteiro
4230,38,36-45,Ensino Médio,Masculino,Solteiro
4231,19,18-25,Ensino Médio,Masculino,Solteiro
4232,54,46-55,Graduação,Masculino,Casado
4233,30,26-35,Outros,Masculino,Casado
4234,44,36-45,Graduação,Masculino,Casado
4235,19,18-25,Graduação,Feminino,Solteiro
4236,23,18-25,Ensino Médio,Feminino,Casado
4237,55,46-55,Graduação,Feminino,Casado
4238,33,26-35,Graduação,Masculino,Solteiro
4239,55,46-55,Outros,Masculino,Outros
4240,37,36-45,Outros,Feminino,Solteiro
4241,18,18-25,Outros,Masculino,Solteiro
4242,48,46-55,Outros,Feminino,Solteiro
4243,30,26-35,Pós-Graduação,Feminino,Solteiro
4244,46,46-55,Ensino Médio,Feminino,Solteiro
4245,38,36-45,Graduação,Feminino,Solteiro
4246,19,18-25,Outros,Masculino,Casado
4247,39,36-45,Graduação,Masculino,Casado
4248,64,56+,Graduação,Feminino,Casado
4249,43,36-45,Graduação,Masculino,Solteiro
4250,37,36-45,Graduação,Masculino,Outros
4251,50,46-55,Pós-Graduação,Masculino,Casado
4252,40,36-45,Ensino Médio,Masculino,Casado
4253,40,36-45,Ensino Médio,Masculino,Solteiro
4254,24,18-25,Pós-Graduação,Masculino,Solteiro
4255,40,36-45,Ensino Médio,Feminino,Solteiro
4256,50,46-55,Graduação,Feminino,Solteiro
4257,27,26-35,Graduação,Feminino,Solteiro
4258,55,46-55,Graduação,Feminino,Solteiro
4259,36,36-45,Ensino Médio,Masculino,Casado
4260,27,26-35,Ensino Médio,Masculino,Casado
4261,49,46-55,Graduação,Masculino,Casado
4262,34,26-35,Graduação,Feminino,Solteiro
4263,47,46-55,Pós-Graduação,Feminino,Outros
4264,34,26-35,Graduação,Masculino,Outros
4265,37,36-45,Pós-Graduação,Masculino,Solteiro
4266,43,36-45,Graduação,Feminino,Casado
4267,41,36-45,Ensino Médio,Feminino,Outros
4268,18,18-25,Outros,Feminino,Solteiro
4269,24,18-25,Graduação,Masculino,Casado
4270,49,46-55,Graduação,Masculino,Solteiro
4271,36,36-45,Graduação,Feminino,Casado
4272,31,26-35,Ensino Médio,Feminino,Casado
4273,21,18-25,Ensino Médio,Feminino,Solteiro
4274,25,18-25,Ensino Médio,Feminino,Solteiro
4275,18,18-25,Graduação,Feminino,Casado
4276,36,36-45,Ensino Médio,Feminino,Solteiro
4277,30,26-35,Pós-Graduação,Masculino,Outros
4278,26,26-35,Graduação,Masculino,Solteiro
